DATE,TIME ,DATE & TIME,IMPORT,EXPORT ,NQRMALISED GHI,GHI,AIR TEMP,CLOUD OPACITY,RELATIVE HUMIDITY,WIND DIRECTION (10m),WIND SPEED (10m)
17-Mar-22,16:30:00,17/03/2022   16:30,0.0000,0.3380,0.6233,423,29.4,36.8,70.7,193,0.9
17-Mar-22,17:00:00,17/03/2022   17:00,0.0000,0.5760,0.6542,444,29.2,21.1,71.8,202,1.1
17-Mar-22,17:30:00,17/03/2022   17:30,0.0220,0.2060,0.1503,102,29,78.3,72.9,209,1.2
17-Mar-22,18:00:00,17/03/2022   18:00,0.0500,0.1240,0.0162,11,28.7,96.7,74.3,215,1.2
17-Mar-22,18:30:00,17/03/2022   18:30,0.2680,0.0000,0.0088,6,28.4,96.9,76,222,1.2
17-Mar-22,19:00:00,17/03/2022   19:00,0.3800,0.0000,0.0059,4,27.8,95.2,78.1,231,1.1
17-Mar-22,19:30:00,17/03/2022   19:30,0.4770,0.0000,0.0015,1,27.3,96.4,79.3,233,1
17-Mar-22,20:00:00,17/03/2022   20:00,0.6130,0.0000,0.0000,0,26.7,96.9,79.6,228,0.8
17-Mar-22,20:30:00,17/03/2022   20:30,1.3790,0.0000,0.0000,0,26.4,94.1,80.4,216,0.4
17-Mar-22,21:00:00,17/03/2022   21:00,1.6250,0.0000,0.0000,0,26.2,94.8,81.4,83,0.2
17-Mar-22,21:30:00,17/03/2022   21:30,1.5780,0.0000,0.0000,0,26,93.3,83.2,63,0.9
17-Mar-22,22:00:00,17/03/2022   22:00,1.3970,0.0000,0.0000,0,25.7,89.6,85.5,60,1.8
17-Mar-22,22:30:00,17/03/2022   22:30,0.4440,0.0000,0.0000,0,25.4,90.2,88.1,57,2.2
17-Mar-22,23:00:00,17/03/2022   23:00,0.5060,0.0000,0.0000,0,25.1,90.1,91,52,2.4
17-Mar-22,23:30:00,17/03/2022   23:30,0.8040,0.0000,0.0000,0,25,93.5,91.8,47,2.4
18-Mar-22,0:00:00,18/03/2022   00:00,0.6850,0.0000,0.0000,0,25.2,91.6,90.5,39,2.2
18-Mar-22,0:30:00,18/03/2022   00:30,0.3590,0.0000,0.0000,0,25.3,66.1,89.1,31,1.9
18-Mar-22,1:00:00,18/03/2022   01:00,0.3360,0.0000,0.0000,0,25.4,71.8,87.5,24,1.5
18-Mar-22,1:30:00,18/03/2022   01:30,0.3030,0.0000,0.0000,0,25.5,88,85.6,7,1
18-Mar-22,2:00:00,18/03/2022   02:00,0.3070,0.0000,0.0000,0,25.6,85.2,83.6,328,0.8
18-Mar-22,2:30:00,18/03/2022   02:30,0.3080,0.0000,0.0000,0,25.7,75.9,82.4,296,1
18-Mar-22,3:00:00,18/03/2022   03:00,0.3630,0.0000,0.0000,0,25.7,80.7,82,284,1.5
18-Mar-22,3:30:00,18/03/2022   03:30,0.3470,0.0000,0.0000,0,25.6,82.4,81.9,277,1.9
18-Mar-22,4:00:00,18/03/2022   04:00,0.2790,0.0000,0.0000,0,25.5,88,82,272,2.3
18-Mar-22,4:30:00,18/03/2022   04:30,0.2700,0.0000,0.0000,0,25.5,85.6,81.9,275,2.5
18-Mar-22,5:00:00,18/03/2022   05:00,0.2740,0.0000,0.0000,0,25.4,83.8,81.6,283,2.7
18-Mar-22,5:30:00,18/03/2022   05:30,0.2740,0.0000,0.0000,0,25.4,87,81.3,287,2.9
18-Mar-22,6:00:00,18/03/2022   06:00,0.2890,0.0000,0.0000,0,25.3,84.2,81.2,288,3.1
18-Mar-22,6:30:00,18/03/2022   06:30,0.2760,0.0000,0.0000,0,25.2,78.6,81.4,287,3.2
18-Mar-22,7:00:00,18/03/2022   07:00,0.2820,0.0000,0.0000,0,25,71.6,81.9,285,3.3
18-Mar-22,7:30:00,18/03/2022   07:30,0.2330,0.0000,0.0014,1,25,61.5,82.8,282,3.4
18-Mar-22,8:00:00,18/03/2022   08:00,0.2280,0.0000,0.0433,32,25.1,53.7,84,277,3.6
18-Mar-22,8:30:00,18/03/2022   08:30,0.0490,0.0260,0.1569,116,25.3,37.5,84.2,274,3.7
18-Mar-22,9:00:00,18/03/2022   09:00,0.0000,0.3250,0.2948,218,25.7,29.9,83.5,272,3.7
18-Mar-22,9:30:00,18/03/2022   09:30,0.0000,0.5590,0.4679,346,26.1,21.1,82.2,271,3.8
18-Mar-22,10:00:00,18/03/2022   10:00,0.0000,0.8490,0.6397,473,26.6,16.6,80.3,271,3.8
18-Mar-22,10:30:00,18/03/2022   10:30,0.0000,1.0620,0.8804,651,27,3.9,78.9,274,3.7
18-Mar-22,11:00:00,18/03/2022   11:00,0.0000,1.1350,1.0089,746,27.4,4.4,78.1,279,3.5
18-Mar-22,11:30:00,18/03/2022   11:30,0.0670,0.9780,1.0995,813,27.8,6,77.2,285,3.3
18-Mar-22,12:00:00,18/03/2022   12:00,0.0000,0.8410,1.1387,842,28.1,9.8,76.1,292,3.1
18-Mar-22,12:30:00,18/03/2022   12:30,0.0000,0.7480,1.0251,758,28.4,23.2,75.1,298,3
18-Mar-22,13:00:00,18/03/2022   13:00,0.0000,0.9260,1.0427,771,28.5,24.5,74.3,302,2.9
18-Mar-22,13:30:00,18/03/2022   13:30,0.0030,0.9680,1.0210,755,28.6,27,73.9,301,2.8
18-Mar-22,14:00:00,18/03/2022   14:00,0.1840,0.0150,0.9940,735,28.7,28.5,74,292,2.6
18-Mar-22,14:30:00,18/03/2022   14:30,0.0390,0.2180,1.2131,897,28.6,10.3,74.5,288,2.5
18-Mar-22,15:00:00,18/03/2022   15:00,0.0010,0.7510,1.2320,911,28.5,4.4,75.4,287,2.4
18-Mar-22,15:30:00,18/03/2022   15:30,0.0000,1.2320,1.1995,887,28.4,0.2,76.5,283,2.5
18-Mar-22,16:00:00,18/03/2022   16:00,0.0000,0.4480,1.0886,805,28.3,0.1,77.9,276,2.6
18-Mar-22,16:30:00,18/03/2022   16:30,0.0100,0.3620,0.9507,703,28.2,0.7,79,272,2.7
18-Mar-22,17:00:00,18/03/2022   17:00,0.0000,0.4750,0.8074,597,28.1,0,79.9,270,2.6
18-Mar-22,17:30:00,18/03/2022   17:30,,,0.6288,465,28,2.6,80.7,270,2.6
18-Mar-22,18:00:00,18/03/2022   18:00,,,0.3800,281,27.9,20.5,81.4,270,2.5
18-Mar-22,18:30:00,18/03/2022   18:30,0.2940,0.0000,0.1745,129,27.7,42.3,82.3,271,2.3
18-Mar-22,19:00:00,18/03/2022   19:00,0.3590,0.0000,0.0527,39,27.5,61.4,83.3,272,2
18-Mar-22,19:30:00,18/03/2022   19:30,,,0.0068,5,27.3,70.9,83.5,270,1.9
18-Mar-22,20:00:00,18/03/2022   20:00,,,0.0000,0,27.3,71.9,83,264,2.1
18-Mar-22,20:30:00,18/03/2022   20:30,0.8550,0.0000,0.0000,0,27.3,62,82.7,261,2.1
18-Mar-22,21:00:00,18/03/2022   21:00,0.8780,0.0000,0.0000,0,27.3,61.5,82.6,259,2
18-Mar-22,21:30:00,18/03/2022   21:30,0.8060,0.0000,0.0000,0,27.2,57.1,82.7,258,1.9
18-Mar-22,22:00:00,18/03/2022   22:00,0.8300,0.0000,0.0000,0,27.1,74.4,83.2,258,1.8
18-Mar-22,22:30:00,18/03/2022   22:30,0.7670,0.0000,0.0000,0,27,79.1,83.3,254,1.6
18-Mar-22,23:00:00,18/03/2022   23:00,0.5560,0.0000,0.0000,0,27,90.2,83.1,247,1.4
18-Mar-22,23:30:00,18/03/2022   23:30,0.4010,0.0000,0.0000,0,26.9,96.6,82.9,251,1.1
19-Mar-22,0:00:00,19/03/2022   00:00,0.3860,0.0000,0.0000,0,26.8,96.7,82.8,277,0.8
19-Mar-22,0:30:00,19/03/2022   00:30,0.3340,0.0000,0.0000,0,26.7,97,82.8,306,0.8
19-Mar-22,1:00:00,19/03/2022   01:00,0.4690,0.0000,0.0000,0,26.6,95.4,82.9,325,0.9
19-Mar-22,1:30:00,19/03/2022   01:30,0.3320,0.0000,0.0000,0,26.5,90.9,83.2,335,1
19-Mar-22,2:00:00,19/03/2022   02:00,0.3490,0.0000,0.0000,0,26.3,90.2,83.8,341,1
19-Mar-22,2:30:00,19/03/2022   02:30,0.3320,0.0000,0.0000,0,26.2,90.7,84.2,353,1.1
19-Mar-22,3:00:00,19/03/2022   03:00,0.3650,0.0000,0.0000,0,26.2,79.4,84.5,7,1.2
19-Mar-22,3:30:00,19/03/2022   03:30,0.3370,0.0000,0.0000,0,26.1,76.3,84.6,27,1.4
19-Mar-22,4:00:00,19/03/2022   04:00,0.3430,0.0000,0.0000,0,26.2,80.1,84.7,49,1.7
19-Mar-22,4:30:00,19/03/2022   04:30,0.3360,0.0000,0.0000,0,26.2,81,84.6,56,1.6
19-Mar-22,5:00:00,19/03/2022   05:00,0.3490,0.0000,0.0000,0,26.2,72.6,84.3,58,0.9
19-Mar-22,5:30:00,19/03/2022   05:30,0.3310,0.0000,0.0000,0,26.2,67.3,84.1,63,0.7
19-Mar-22,6:00:00,19/03/2022   06:00,0.4800,0.0000,0.0000,0,26.2,60.7,83.9,69,0.9
19-Mar-22,6:30:00,19/03/2022   06:30,0.3120,0.0000,0.0000,0,26.2,69.5,83.8,74,1
19-Mar-22,7:00:00,19/03/2022   07:00,0.3220,0.0000,0.0000,0,26.2,38.7,83.8,80,1.1
19-Mar-22,7:30:00,19/03/2022   07:30,0.2800,0.0000,0.0040,4,26.1,13.2,83.8,82,1
19-Mar-22,8:00:00,19/03/2022   08:00,0.2590,0.0000,0.0628,63,26.1,12.5,83.8,81,0.9
19-Mar-22,8:30:00,19/03/2022   08:30,0.0400,0.0350,0.1534,154,26.3,16.2,83.4,75,0.9
19-Mar-22,9:00:00,19/03/2022   09:00,0.0010,0.1600,0.2799,281,26.5,11.6,82.7,64,1
19-Mar-22,9:30:00,19/03/2022   09:30,0.0000,0.4550,0.4373,439,26.9,1.5,80.9,60,1
19-Mar-22,10:00:00,19/03/2022   10:00,0.0050,0.3220,0.5668,569,27.6,0,78.1,59,0.9
19-Mar-22,10:30:00,19/03/2022   10:30,0.0000,0.9080,0.6814,684,28.2,0,75.2,80,0.4
19-Mar-22,11:00:00,19/03/2022   11:00,0.0000,1.0350,0.7820,785,28.7,0,72.3,206,0.8
19-Mar-22,11:30:00,19/03/2022   11:30,0.0000,0.9830,0.8667,870,29.2,0,70.2,216,1.6
19-Mar-22,12:00:00,19/03/2022   12:00,0.0600,0.8190,0.9364,940,29.5,0,68.8,220,2
19-Mar-22,12:30:00,19/03/2022   12:30,0.0000,0.8970,0.9892,993,29.8,0,67.2,222,2.2
19-Mar-22,13:00:00,19/03/2022   13:00,0.0180,0.4420,1.0221,1026,30.1,0,65.5,222,2.2
19-Mar-22,13:30:00,19/03/2022   13:30,0.0020,0.4320,1.0350,1039,30.4,0,64.2,223,2.3
19-Mar-22,14:00:00,19/03/2022   14:00,0.0320,0.4040,1.0270,1031,30.5,0,63.2,225,2.5
19-Mar-22,14:30:00,19/03/2022   14:30,0.0000,0.3790,0.9991,1003,30.6,0,62.4,226,2.4
19-Mar-22,15:00:00,19/03/2022   15:00,0.0000,0.3200,0.9513,955,30.6,0,61.9,226,2.1
19-Mar-22,15:30:00,19/03/2022   15:30,0.0010,0.1710,0.8846,888,30.7,0,61,227,1.6
19-Mar-22,16:00:00,19/03/2022   16:00,0.0250,0.0210,0.8019,805,30.9,0,60,232,1
19-Mar-22,16:30:00,19/03/2022   16:30,0.1530,0.0000,0.7023,705,31.1,0,59.1,245,0.6
19-Mar-22,17:00:00,19/03/2022   17:00,0.2260,0.1800,0.5907,593,31.2,0,58.4,274,0.4
19-Mar-22,17:30:00,19/03/2022   17:30,0.0300,0.0450,0.4672,469,31.3,0.4,58.6,322,0.4
19-Mar-22,18:00:00,19/03/2022   18:00,0.1220,0.0000,0.3367,338,31.3,1.5,59.7,357,0.6
19-Mar-22,18:30:00,19/03/2022   18:30,0.7990,0.0000,0.1763,177,30.9,18.7,62.3,11,0.6
19-Mar-22,19:00:00,19/03/2022   19:00,1.1170,0.0000,0.0618,62,30.2,38.7,66.5,27,0.5
19-Mar-22,19:30:00,19/03/2022   19:30,0.2890,0.0000,0.0060,6,29.6,60.4,69.4,46,0.4
19-Mar-22,20:00:00,19/03/2022   20:00,0.3520,0.0000,0.0000,0,29,51.6,71,67,0.4
19-Mar-22,20:30:00,19/03/2022   20:30,0.3950,0.0000,0.0000,0,28.6,53.4,72.3,80,0.4
19-Mar-22,21:00:00,19/03/2022   21:00,0.5740,0.0000,0.0000,0,28.4,58.6,73.4,84,0.3
19-Mar-22,21:30:00,19/03/2022   21:30,1.4120,0.0000,0.0000,0,28.2,68.7,74,67,0.5
19-Mar-22,22:00:00,19/03/2022   22:00,1.1000,0.0000,0.0000,0,28.1,72.2,74.3,55,0.9
19-Mar-22,22:30:00,19/03/2022   22:30,0.4020,0.0000,0.0000,0,28,71.2,74.7,53,1.2
19-Mar-22,23:00:00,19/03/2022   23:00,0.4070,0.0000,0.0000,0,27.8,65,75.1,55,1.4
19-Mar-22,23:30:00,19/03/2022   23:30,0.3670,0.0000,0.0000,0,27.7,49.9,75.5,58,1.4
20-Mar-22,0:00:00,20/03/2022   00:00,0.3350,0.0000,0.0000,0,27.5,50.7,75.8,64,1.5
20-Mar-22,0:30:00,20/03/2022   00:30,0.5290,0.0000,0.0000,0,27.4,41.5,76.1,63,1.4
20-Mar-22,1:00:00,20/03/2022   01:00,0.5070,0.0000,0.0000,0,27.3,46.6,76.4,52,1.1
20-Mar-22,1:30:00,20/03/2022   01:30,0.2950,0.0000,0.0000,0,27.1,42.5,77,31,1.1
20-Mar-22,2:00:00,20/03/2022   02:00,0.3160,0.0000,0.0000,0,26.8,47.6,77.7,9,1.3
20-Mar-22,2:30:00,20/03/2022   02:30,0.2960,0.0000,0.0000,0,26.5,42.9,78.5,353,1.3
20-Mar-22,3:00:00,20/03/2022   03:00,0.4370,0.0000,0.0000,0,26.3,29.8,79.2,329,1.1
20-Mar-22,3:30:00,20/03/2022   03:30,0.8050,0.0000,0.0000,0,26.2,46.5,79.6,313,1.1
20-Mar-22,4:00:00,20/03/2022   04:00,0.4560,0.0000,0.0000,0,26,47.8,79.8,307,1.1
20-Mar-22,4:30:00,20/03/2022   04:30,0.4550,0.0000,0.0000,0,25.9,28.6,79.9,300,1.1
20-Mar-22,5:00:00,20/03/2022   05:00,0.2790,0.0000,0.0000,0,25.8,24.8,80.1,291,1
20-Mar-22,5:30:00,20/03/2022   05:30,0.3010,0.0000,0.0000,0,25.8,26.6,80.2,280,0.8
20-Mar-22,6:00:00,20/03/2022   06:00,0.3480,0.0000,0.0000,0,25.7,20.9,80.3,256,0.5
20-Mar-22,6:30:00,20/03/2022   06:30,0.2410,0.0000,0.0000,0,25.7,22.1,80.3,224,0.6
20-Mar-22,7:00:00,20/03/2022   07:00,0.3090,0.0000,0.0000,0,25.7,35.9,80.3,215,1
20-Mar-22,7:30:00,20/03/2022   07:30,0.2580,0.0000,0.0027,2,25.9,35.5,80.5,208,1.1
20-Mar-22,8:00:00,20/03/2022   08:00,0.1650,0.0000,0.0438,33,26.2,45.8,81.1,195,0.8
20-Mar-22,8:30:00,20/03/2022   08:30,0.1350,0.0000,0.1208,91,26.6,46.9,80.4,183,0.7
20-Mar-22,9:00:00,20/03/2022   09:00,0.0080,0.1090,0.2802,211,27.1,29.8,78.7,180,0.6
20-Mar-22,9:30:00,20/03/2022   09:30,0.0000,0.4910,0.4701,354,27.6,16.4,77.1,161,0.6
20-Mar-22,10:00:00,20/03/2022   10:00,0.0000,0.4560,0.5524,416,28,23.9,75.7,136,0.8
20-Mar-22,10:30:00,20/03/2022   10:30,0.0000,0.6420,0.7290,549,28.4,17.1,74.6,132,1.3
20-Mar-22,11:00:00,20/03/2022   11:00,0.0000,0.6370,0.6932,522,28.7,31.5,73.8,135,1.9
20-Mar-22,11:30:00,20/03/2022   11:30,0.0000,0.7320,0.8047,606,28.9,28.8,73.6,137,2.5
20-Mar-22,12:00:00,20/03/2022   12:00,0.0000,0.9610,0.9428,710,29,22.8,74,139,3
20-Mar-22,12:30:00,20/03/2022   12:30,0.0350,1.0690,1.0690,805,29,17.2,74,142,3.2
20-Mar-22,13:00:00,20/03/2022   13:00,0.0000,0.8600,0.9176,691,29.1,31.2,73.6,145,3.2
20-Mar-22,13:30:00,20/03/2022   13:30,0.1800,0.3170,0.9269,698,29.1,31.6,73.3,151,3.2
20-Mar-22,14:00:00,20/03/2022   14:00,0.0500,0.0230,0.9601,723,29.2,28.5,72.9,158,3.1
20-Mar-22,14:30:00,20/03/2022   14:30,0.2050,0.0020,0.9402,708,29.1,27.9,73,162,3
20-Mar-22,15:00:00,20/03/2022   15:00,0.2890,0.0000,0.7503,565,28.9,39.5,73.5,164,3
20-Mar-22,15:30:00,20/03/2022   15:30,0.1220,0.4500,0.6255,471,28.9,45.8,73.1,163,3
20-Mar-22,16:00:00,20/03/2022   16:00,0.3920,0.1850,0.4143,312,29.1,60.4,71.9,159,3
20-Mar-22,16:30:00,20/03/2022   16:30,0.7220,0.0000,0.2868,216,29.2,68.5,70.8,156,3
20-Mar-22,17:00:00,20/03/2022   17:00,0.5010,0.0330,0.1447,109,29.2,81.4,69.9,154,3.2
20-Mar-22,17:30:00,20/03/2022   17:30,0.2500,0.0430,0.0930,70,29.1,84,70.6,150,3.1
20-Mar-22,18:00:00,20/03/2022   18:00,1.0710,0.0000,0.1673,126,28.8,60.4,72.8,143,2.9
20-Mar-22,18:30:00,20/03/2022   18:30,1.2430,0.0000,0.1262,95,28.4,53.2,75.3,138,2.8
20-Mar-22,19:00:00,20/03/2022   19:00,1.2520,0.0000,0.0478,36,27.7,58.7,78,136,2.9
20-Mar-22,19:30:00,20/03/2022   19:30,0.6240,0.0000,0.0053,4,27.2,84.9,79.4,133,2.9
20-Mar-22,20:00:00,20/03/2022   20:00,0.3880,0.0000,0.0000,0,26.9,74.1,79.4,131,2.9
20-Mar-22,20:30:00,20/03/2022   20:30,0.4840,0.0000,0.0000,0,26.6,44.6,79.9,127,2.9
20-Mar-22,21:00:00,20/03/2022   21:00,1.1150,0.0000,0.0000,0,26.4,57.2,80.8,121,2.8
20-Mar-22,21:30:00,20/03/2022   21:30,1.4920,0.0000,0.0000,0,26.1,54.3,82.5,113,2.8
20-Mar-22,22:00:00,20/03/2022   22:00,1.4030,0.0000,0.0000,0,25.7,48.7,85.1,106,2.8
20-Mar-22,22:30:00,20/03/2022   22:30,1.3480,0.0000,0.0000,0,25.4,46.1,87.3,96,2.7
20-Mar-22,23:00:00,20/03/2022   23:00,1.0770,0.0000,0.0000,0,25,37.7,89.1,85,2.6
20-Mar-22,23:30:00,20/03/2022   23:30,0.5530,0.0000,0.0000,0,24.7,31.1,90.2,75,2.4
21-Mar-22,0:00:00,21/03/2022   00:00,0.5680,0.0000,0.0000,0,24.5,25.4,90.6,65,1.9
21-Mar-22,0:30:00,21/03/2022   00:30,0.4950,0.0000,0.0000,0,24.3,24.4,91,58,1.9
21-Mar-22,1:00:00,21/03/2022   01:00,0.3980,0.0000,0.0000,0,24.1,31.1,91.4,57,2.1
21-Mar-22,1:30:00,21/03/2022   01:30,0.3090,0.0000,0.0000,0,24,43.7,91.4,60,2.5
21-Mar-22,2:00:00,21/03/2022   02:00,0.2870,0.0000,0.0000,0,24,53.5,91.1,65,3
21-Mar-22,2:30:00,21/03/2022   02:30,0.3060,0.0000,0.0000,0,23.9,68.8,91.3,68,3.1
21-Mar-22,3:00:00,21/03/2022   03:00,0.2940,0.0000,0.0000,0,23.7,95.6,91.9,71,3.1
21-Mar-22,3:30:00,21/03/2022   03:30,0.3020,0.0000,0.0000,0,23.6,97,92.3,77,2.8
21-Mar-22,4:00:00,21/03/2022   04:00,0.4350,0.0000,0.0000,0,23.6,96.9,92.3,90,2.4
21-Mar-22,4:30:00,21/03/2022   04:30,0.3510,0.0000,0.0000,0,23.6,92.7,92.3,94,2.3
21-Mar-22,5:00:00,21/03/2022   05:00,0.2420,0.0000,0.0000,0,23.7,81.2,92.3,87,2.3
21-Mar-22,5:30:00,21/03/2022   05:30,0.4200,0.0000,0.0000,0,23.8,66.7,92.4,81,2.2
21-Mar-22,6:00:00,21/03/2022   06:00,0.3380,0.0000,0.0000,0,23.8,72.1,92.5,76,2.2
21-Mar-22,6:30:00,21/03/2022   06:30,,,0.0000,0,23.9,74.4,92.3,73,2.1
21-Mar-22,7:00:00,21/03/2022   07:00,,,0.0000,0,24,90,91.8,72,1.9
21-Mar-22,7:30:00,21/03/2022   07:30,0.2710,0.0000,0.0022,2,24.2,73.3,91.1,71,1.6
21-Mar-22,8:00:00,21/03/2022   08:00,0.2020,0.0000,0.0346,31,24.6,49.7,90.2,69,1.1
21-Mar-22,8:30:00,21/03/2022   08:30,0.0490,0.0110,0.0971,87,25.1,50.5,88.8,75,0.7
21-Mar-22,9:00:00,21/03/2022   09:00,0.0010,0.0920,0.2109,189,25.6,37.3,87.1,98,0.6
21-Mar-22,9:30:00,21/03/2022   09:30,0.0000,0.2780,0.2768,248,26.3,42.8,84.8,129,0.6
21-Mar-22,10:00:00,21/03/2022   10:00,0.0000,0.7270,0.5268,472,27,15.5,82,153,0.7
21-Mar-22,10:30:00,21/03/2022   10:30,0.0000,1.0960,0.6719,602,27.7,10.4,79.1,186,0.9
21-Mar-22,11:00:00,21/03/2022   11:00,0.0000,0.9810,0.7020,629,28.3,18.6,76.1,217,1.4
21-Mar-22,11:30:00,21/03/2022   11:30,0.0050,0.6810,0.7009,628,28.8,27.5,73.3,231,1.9
21-Mar-22,12:00:00,21/03/2022   12:00,0.0470,0.7550,0.9051,811,29.2,13.4,70.7,239,2.4
21-Mar-22,12:30:00,21/03/2022   12:30,0.0000,0.6270,0.8069,723,29.5,26.9,68.7,245,2.9
21-Mar-22,13:00:00,21/03/2022   13:00,0.0000,1.0320,1.0123,907,29.7,11.4,67.4,249,3.5
21-Mar-22,13:30:00,21/03/2022   13:30,0.0620,0.8370,1.0335,926,29.7,10.6,66.9,251,3.8
21-Mar-22,14:00:00,21/03/2022   14:00,0.0610,0.2550,1.0257,919,29.6,10.6,67.1,252,3.7
21-Mar-22,14:30:00,21/03/2022   14:30,0.0000,1.0940,1.0960,982,29.6,1.8,66.8,256,3.5
21-Mar-22,15:00:00,21/03/2022   15:00,0.2850,0.1170,1.0502,941,29.7,1.2,66.2,262,3.3
21-Mar-22,15:30:00,21/03/2022   15:30,0.1090,0.1620,0.9889,886,29.8,0,65.3,272,3.1
21-Mar-22,16:00:00,21/03/2022   16:00,0.0000,0.4900,0.8962,803,30,0,64.1,285,2.9
21-Mar-22,16:30:00,21/03/2022   16:30,0.0000,0.9480,0.7868,705,30.1,0,63.1,295,2.9
21-Mar-22,17:00:00,21/03/2022   17:00,0.0000,0.4340,0.6607,592,30.2,0,62.4,301,2.9
21-Mar-22,17:30:00,21/03/2022   17:30,0.0130,0.0520,0.4833,433,30.2,8.6,63.4,304,2.8
21-Mar-22,18:00:00,21/03/2022   18:00,0.3500,0.0190,0.2835,254,30.1,26.1,66.1,303,2.6
21-Mar-22,18:30:00,21/03/2022   18:30,0.1070,0.0030,0.1083,97,29.6,59,69.2,304,2.4
21-Mar-22,19:00:00,21/03/2022   19:00,1.2490,0.0000,0.0257,23,28.8,71.8,72.9,307,2.1
21-Mar-22,19:30:00,21/03/2022   19:30,0.4670,0.0000,0.0045,4,28.2,64.4,75.5,311,1.9
21-Mar-22,20:00:00,21/03/2022   20:00,0.5220,0.0000,0.0000,0,27.7,65.9,76.8,315,1.9
21-Mar-22,20:30:00,21/03/2022   20:30,1.3220,0.0000,0.0000,0,27.4,61.2,77.9,321,1.9
21-Mar-22,21:00:00,21/03/2022   21:00,1.4800,0.0000,0.0000,0,27.2,48.9,78.5,327,1.8
21-Mar-22,21:30:00,21/03/2022   21:30,0.8810,0.0000,0.0000,0,27.1,59.8,79,327,1.8
21-Mar-22,22:00:00,21/03/2022   22:00,1.3380,0.0000,0.0000,0,27,58.9,79.1,320,1.9
21-Mar-22,22:30:00,21/03/2022   22:30,1.3550,0.0000,0.0000,0,26.9,71.9,79.2,320,1.9
21-Mar-22,23:00:00,21/03/2022   23:00,0.8250,0.0000,0.0000,0,26.8,77.8,79.2,327,1.8
21-Mar-22,23:30:00,21/03/2022   23:30,0.5610,0.0000,0.0000,0,26.8,78.4,78.8,331,1.8
22-Mar-22,0:00:00,22/03/2022   00:00,0.7570,0.0000,0.0000,0,26.8,73,78,334,1.7
22-Mar-22,0:30:00,22/03/2022   00:30,0.5480,0.0000,0.0000,0,26.7,66.4,77.3,335,1.7
22-Mar-22,1:00:00,22/03/2022   01:00,0.5420,0.0000,0.0000,0,26.7,75.3,76.8,333,1.8
22-Mar-22,1:30:00,22/03/2022   01:30,0.3620,0.0000,0.0000,0,26.6,69.1,76.6,333,1.7
22-Mar-22,2:00:00,22/03/2022   02:00,0.3910,0.0000,0.0000,0,26.5,77.3,76.6,335,1.4
22-Mar-22,2:30:00,22/03/2022   02:30,0.3940,0.0000,0.0000,0,26.4,69.7,76.7,338,1
22-Mar-22,3:00:00,22/03/2022   03:00,0.3280,0.0000,0.0000,0,26.3,78,76.9,340,0.5
22-Mar-22,3:30:00,22/03/2022   03:30,0.3070,0.0000,0.0000,0,26.2,66.8,77.1,4,0.2
22-Mar-22,4:00:00,22/03/2022   04:00,0.7060,0.0000,0.0000,0,26.2,70.6,77.3,105,0.2
22-Mar-22,4:30:00,22/03/2022   04:30,0.2960,0.0000,0.0000,0,26.1,47.8,77.8,111,0.4
22-Mar-22,5:00:00,22/03/2022   05:00,0.2920,0.0000,0.0000,0,25.9,47.7,78.5,100,0.5
22-Mar-22,5:30:00,22/03/2022   05:30,0.3400,0.0000,0.0000,0,25.8,37.9,79.1,104,0.5
22-Mar-22,6:00:00,22/03/2022   06:00,0.4090,0.0000,0.0000,0,25.6,40.5,79.7,128,0.4
22-Mar-22,6:30:00,22/03/2022   06:30,0.2790,0.0000,0.0000,0,25.6,36.2,80.2,157,0.3
22-Mar-22,7:00:00,22/03/2022   07:00,0.2900,0.0000,0.0000,0,25.6,36.4,80.5,183,0.3
22-Mar-22,7:30:00,22/03/2022   07:30,0.3040,0.0000,0.0041,3,25.7,38.5,80.8,187,0.2
22-Mar-22,8:00:00,22/03/2022   08:00,0.4580,0.0000,0.0691,50,25.9,22.5,81.2,81,0.1
22-Mar-22,8:30:00,22/03/2022   08:30,0.0610,0.0220,0.1809,131,26.4,25.5,80.1,109,0.1
22-Mar-22,9:00:00,22/03/2022   09:00,0.0080,0.1320,0.3149,228,27,25.6,77.8,198,0.4
22-Mar-22,9:30:00,22/03/2022   09:30,0.0040,0.2190,0.3535,256,27.7,39.7,75.4,203,0.7
22-Mar-22,10:00:00,22/03/2022   10:00,0.0390,0.5530,0.7002,507,28.5,8.8,72.8,204,1
22-Mar-22,10:30:00,22/03/2022   10:30,0.1610,0.0210,0.9032,654,29.1,1.8,70.1,216,1.3
22-Mar-22,11:00:00,22/03/2022   11:00,0.0000,1.0010,1.0509,761,29.6,0.3,67.4,234,1.6
22-Mar-22,11:30:00,22/03/2022   11:30,0.0200,1.1780,1.1435,828,29.9,1.7,65.4,242,1.8
22-Mar-22,12:00:00,22/03/2022   12:00,0.0000,0.9710,1.1476,831,30.1,8.7,64,245,2
22-Mar-22,12:30:00,22/03/2022   12:30,0.0000,0.8370,1.1780,853,30.3,11.4,63.1,249,2.1
22-Mar-22,13:00:00,22/03/2022   13:00,0.0000,0.7070,1.1531,835,30.3,16.2,62.6,252,2.1
22-Mar-22,13:30:00,22/03/2022   13:30,0.0000,0.8590,1.1407,826,30.3,18.3,62.5,253,2.1
